true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
1,high,3673,1,0.6666666666666666,0.3333333333333333,"[6.296486736580317, -4.898796573810666]"
1,high,3674,3,0.6666666666666666,0.3333333333333333,"[-3.1594774915176007, 6.620870247305963, 17.054221118178706, -19.25211005998076]"
1,high,3675,1,0.0,1.0,"[-5.81709514934029, 7.242732401572523]"
1,high,3676,3,0.8,0.2,"[2.8586401365499188, 5.689410488234262, -26.932621389196456, 18.57224654601824]"
1,high,3677,1,0.2,0.8,"[-11.008013114757073, -5.517600423542261]"
1,high,3678,1,0.42857142857142855,0.5714285714285714,"[-6.245259323210508, 9.703073046531834]"
1,high,3679,1,0.0,1.0,"[7.424325247221318, 7.788491081241009]"
1,high,3680,1,0.3333333333333333,0.6666666666666666,"[9.072183585433802, 7.76092677752508]"
1,high,3681,1,0.6666666666666666,0.3333333333333333,"[-7.253125017424387, 7.138832045894097]"
1,high,3682,1,0.3333333333333333,0.6666666666666666,"[-6.307719598859487, -6.580189086105711]"
1,high,3683,1,0.42857142857142855,0.5714285714285714,"[5.031809843281992, 4.786562417920587]"
1,high,3684,1,0.6666666666666666,0.3333333333333333,"[-11.065229101158524, -5.449671185584033]"
1,high,3685,1,0.8,0.2,"[5.643434992286764, 8.809077420642563]"
1,high,3686,1,0.0,1.0,"[8.746335045276656, -6.488891090875206]"
1,high,3687,1,0.8,0.2,"[8.603496005519803, 6.75779884977746]"
1,high,3688,1,0.5714285714285714,0.42857142857142855,"[2.4311581765412837, -4.213315354111384]"
1,high,3689,1,0.3333333333333333,0.6666666666666666,"[-7.631075089822529, 7.997336557213795]"
1,high,3690,1,0.0,1.0,"[7.655234994070709, -8.169458768648722]"
1,high,3691,1,0.2,0.8,"[-7.09580894874828, 5.363702595512236]"
1,high,3692,1,1.0,0.0,"[-23.431806969307146, 8.50185654379519]"
1,high,3693,1,0.5,0.5,"[3.4520222048360694, 7.212436259894212]"
1,high,3694,1,0.8,0.2,"[17.033859254198966, -8.58984206487993]"
1,high,3695,3,0.0,1.0,"[-16.64520507294263, 21.76035037788414, -41.80953050981938, 29.253886127093025]"
1,high,3696,1,0.8,0.2,"[4.007435790387402, -4.231581150738561]"
1,high,3697,3,1.0,0.0,"[-3.710260494349121, -17.127506001690072, 64.48507207312105, -44.23975244239511]"
1,high,3698,1,0.5714285714285714,0.42857142857142855,"[-6.944555799533874, -5.367057069133139]"
1,high,3699,1,0.3333333333333333,0.6666666666666666,"[8.860574704089087, -6.193006357460694]"
1,high,3700,1,0.5,0.5,"[20.159002961958954, 9.840296721968798]"
1,high,3701,1,0.6666666666666666,0.3333333333333333,"[5.477593597581189, -6.069533492862172]"
1,high,3702,1,0.8,0.2,"[7.672435284369889, -6.838102474976698]"
1,high,3703,1,0.5,0.5,"[-2.6686201619118672, 5.3741394835934555]"
1,high,3704,2,0.3333333333333333,0.6666666666666666,"[-3.7538053036124395, 1.6415817847675513, 5.3112433912098025]"
1,high,3705,2,0.0,1.0,"[8.243376629341403, -12.689187900395966, 6.129051088230598]"
1,high,3706,1,1.0,0.0,"[-26.015089713933577, 18.09739381179738]"
1,high,3707,1,0.5,0.5,"[-10.776988186588786, -7.737391735306214]"
1,high,3708,1,0.5,0.5,"[6.8013431809267315, -5.38009989945376]"
1,high,3709,1,0.6666666666666666,0.3333333333333333,"[3.833562607794853, -5.74360054598658]"
1,high,3710,1,0.3333333333333333,0.6666666666666666,"[3.633013675214392, 8.4983296044722]"
1,high,3711,1,0.42857142857142855,0.5714285714285714,"[-10.61453070634141, -8.438560966969119]"
1,high,3712,1,0.42857142857142855,0.5714285714285714,"[5.570330201321522, -4.674061261924515]"
1,high,3713,1,0.5,0.5,"[2.7416750130124536, 5.3159482777275455]"
1,high,3714,1,1.0,0.0,"[3.2852576661835453, -5.599168539515134]"
1,high,3715,1,0.42857142857142855,0.5714285714285714,"[7.08782280111788, 6.999796943154548]"
1,high,3716,1,0.42857142857142855,0.5714285714285714,"[8.154277814424974, -7.533921512385477]"
1,high,3717,1,1.0,0.0,"[13.905633548902037, -10.21509462552305]"
1,high,3718,1,0.42857142857142855,0.5714285714285714,"[-7.0128270844775376, 10.238422835868418]"
